Date,Open,High,Low,Close,Range,Body,BodyRangeRatio,Direction,CoM,UpperWick,LowerWick,Label
2007-01-03 00:00:00-05:00,13.832668384036461,13.981406882816636,13.80978503446805,13.895596504211426,0.17162184834858607,0.06292812017496452,0.36666730244711854,1,0.31666952767870526,0.4999968210977303,0.13333587645515116,15
2007-01-04 00:00:00-05:00,13.849839697339354,13.929930386895498,13.801214181482894,13.901326179504395,0.1287162054126032,0.051486482165040925,0.39999999999999725,1,0.5777730682829686,0.22222693171703972,0.37777306828296303,13
2007-01-05 00:00:00-05:00,13.872708918906378,13.892731298096248,13.778316767464567,13.804059982299805,0.11441453063168083,0.06864893660657323,0.6000019073413448,0,0.5250004768353362,0.17499856949398357,0.22499952316467153,14
2007-01-08 00:00:00-05:00,13.7325637924824,13.921347177703856,13.7325637924824,13.892744064331055,0.18878338522145555,0.16018027184865424,0.8484871253937526,1,0.42424356269688096,0.15151287460624746,0.0,na
2007-01-09 00:00:00-05:00,13.88415813666075,13.967108661897967,13.861274781641479,13.904180526733398,0.10583388025648865,0.020022390072648832,0.18918696001813903,1,0.3108130399818694,0.5945934800090695,0.21621955997279146,na
2007-01-10 00:00:00-05:00,13.869850887821945,13.955661251617785,13.835525869393228,13.92419719696045,0.12013538222455722,0.05434630913850391,0.45237554608949193,1,0.5119072487988388,0.26190497815642266,0.2857194757540854,na
2007-01-11 00:00:00-05:00,13.944224161903449,13.978548100475555,13.901318420334565,13.941364288330078,0.07722968014098974,0.002859873573370919,0.037030757710636145,0,0.5370448861950554,0.4444397349496265,0.5185295073397373,na
2007-01-12 00:00:00-05:00,13.901321664565135,13.921344057666463,13.801209699058488,13.887020111083984,0.1201343586079755,0.014301553481150364,0.11904632152587953,0,0.773810172570401,0.16666666666665927,0.7142870118074612,na
2007-01-16 00:00:00-05:00,13.866995111467348,13.927062279480788,13.826950332791723,13.872715950012207,0.10011194668906498,0.0057208385448586085,0.05714441416893838,1,0.4285722070844532,0.5428555858310687,0.3999999999999929,na
2007-01-17 00:00:00-05:00,13.881303779900096,13.975696027582318,13.867002221774015,13.901326179504395,0.10869380580830246,0.020022399604298968,0.18420920544093763,1,0.22368117251417127,0.6842142247653518,0.13157656979371063,na
2007-01-18 00:00:00-05:00,13.849830621652243,14.015731642390149,13.786903588905302,13.829808235168457,0.2288280534848468,0.020022386483786292,0.08749970197649823,0,0.23124716877667803,0.7250029802350767,0.18749731778842504,na
2007-01-19 00:00:00-05:00,13.846965704071142,13.852686539716508,13.749713680375562,13.804059982299805,0.10297285934094624,0.04290572177133711,0.4166701987877696,0,0.7361081676768629,0.055556732929252235,0.5277730682829781,na
2007-01-22 00:00:00-05:00,13.76115983165964,13.829807699476934,13.726835897750991,13.738276481628418,0.10297180172594267,0.022883350031221994,0.22222928653929508,0,0.2222186900636973,0.6666666666666552,0.11110404679404974,na
2007-01-23 00:00:00-05:00,13.77260558519491,13.795487850864134,13.712537319143863,13.764023780822754,0.08295053172027167,0.008581804372155943,0.10345689405699975,0,0.6724171950224909,0.27585435794900925,0.620688747993991,na
2007-01-24 00:00:00-05:00,13.784042410858724,13.786903375248201,13.712533577056751,13.766880989074707,0.07436979819144973,0.01716142178401725,0.23075794477536032,0,0.8461515889550864,0.038469438657233436,0.7307726165674062,na
2007-01-25 00:00:00-05:00,13.749717894654463,13.792623629576378,13.701092413471914,13.712532997131348,0.09153121610446391,0.03718489752311527,0.406253725293854,0,0.32811792194168127,0.46875521541139176,0.12499105929475422,na
2007-01-26 00:00:00-05:00,13.7297025094534,13.758305619892605,13.672495197436266,13.681077003479004,0.08581042245633874,0.04862550597439608,0.5666620042470628,0,0.3833399031064435,0.3333290947700251,0.1000089009829121,na
2007-01-29 00:00:00-05:00,13.661053913117408,13.706819545831047,13.603847690579421,13.64675235748291,0.10297185525162611,0.014301555634498087,0.13888800584927055,0,0.4861080204723865,0.4444479766029696,0.4166640175477599,na
2007-01-30 00:00:00-05:00,13.681074843318548,13.715398788653793,13.626727414470984,13.67535400390625,0.0886713741828089,0.005720839412298062,0.06451731987939785,0,0.5806497262043852,0.38709161385591595,0.5483910662646863,na
2007-01-31 00:00:00-05:00,13.672488278125977,13.721114850630379,13.58381802595504,13.695371627807617,0.13729682467533877,0.022883349681640297,0.16667064031343617,1,0.7291641831374298,0.18750049670584565,0.6458288629807182,na
2007-02-01 00:00:00-05:00,13.726840661767802,13.806930232396477,13.686794785314902,13.75830364227295,0.12013544708157475,0.03146298050514673,0.2618958955867758,1,0.4642873361731432,0.4047647160334689,0.3333393883797553,na
